id,reviewNumber,overallRating,date,summary,pros,cons,adviceToManagement,employeeType,position,reviewLink,workLife,culture,careerOpps,compBenefits,management
2695,empReview_4208904,3, 12 May 2014,Good place to Start,"Good place to Start,Flexiblesupportive at workthere are some very good teams with good work","Variable pay,unfriendly policies,dress codesThey dont recognize good workersGroupsim",change policies,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW4208904.htm,4,3,3,2,3
2696,empReview_12160125,3, 3 Oct 2016,Vice President -Strategy,"Broad Portfolio of IT services, Strong Telecom Vertical, Focus on Digital,Cloud and Social, Analytics",Not so sizable Si and Infrastructure Services Play.,Null,Former Employee - V P- Strategy,I worked at Tech Mahindra (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW12160125.htm,4,4,4,3,4
2697,empReview_12161833,3, 3 Oct 2016,techm,good to work area but more support projects,no good projects on sas,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW12161833.htm,3,4,5,2,3
2698,empReview_12437655,1, 24 Oct 2016,Anonymous,working from client location is a good experience,no career growth. managers are worst,None,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW12437655.htm,Null,Null,Null,Null,Null
2699,empReview_11974027,4, 18 Sep 2016,good company for onsite,u'll get very soon onsite opportunity.,not atall good hike. Only support projects are there,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11974027.htm,3,1,2,2,1
2700,empReview_12153742,3, 2 Oct 2016,QA lead,,,none,Current Employee - Quality Assurance Analyst,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW12153742.htm,3,3,4,2,3
2701,empReview_11876092,4, 9 Sep 2016,Good for a fresher if u get good project else life time in Techm,Good infrastructure. Good transport facility. If you are a fresher it's a good place to start but project and technology wise you are not confirmed that you will get what you aspire.,"No development projects .Freshers are expected to work 24/7.Not a stable company currently for experienced, attricity rate is very high.",Company model is based on hiring freshers in place of seniors .This will not work long. RMG team is not up to CMMI level 5.,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11876092.htm,2,5,4,4,2
2702,empReview_11972536,4, 17 Sep 2016,Good place to work,flexible work hours.work from home.,less chance of getting a development project,Null,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11972536.htm,4,4,4,4,4
2703,empReview_11959878,4, 16 Sep 2016,Good Work Culture,Its good to work in TechM as you will have a chance to enhance your learning skills asap,Dont expect too much in appraisal,nothing,Current Employee - Senior Software Engineer,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11959878.htm,4,4,4,3,2
2704,empReview_12140859,3, 30 Sep 2016,good,"Tech Mahindra is very good company, on the basic of Project",Tech Mahindra is very bad company on the bsic of environment and old employee.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW12140859.htm,Null,Null,Null,Null,Null
2705,empReview_12131828,2, 30 Sep 2016,worst....................,good to start ur carrer,mid management is worst ..,please give hike to lower grade employee as they are the one who only work for client,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW12131828.htm,1,2,1,2,1
2706,empReview_21511655,1, 17 Jul 2018,Awful,Very few. Nice people in the teams on the floor. Training was good.,Managment terrible. No info given out. It's all secrets. You can only get on if you are in with the right people. They have 'rise' values they don't even know never mind live up to.Everyone thought the new managers would change it but it is worse not better then it was. They keep breaking promises.,To the CEO - get new mangers in Ireland. The ones you have treat your staff like anumber and HR doesn't know the job. Everyone I knew was looking for another job. The staff trnover is huge.,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21511655.htm,1,1,1,1,1
2707,empReview_21212494,2, 26 Jun 2018,Test Lead/ Senior Test Engineer,Career oppurtunities is less in Tech Mahindra,Company will face a talent crunch in future.,Good and advance leadership skill required,Current Employee - Test Lead,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21212494.htm,1,1,1,1,1
2708,empReview_20988155,4, 11 Jun 2018,Good Company to Work,Good workCultureHelping Co-worker and friendly work environment,I haven't come across any till now.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20988155.htm,3,3,3,1,3
2709,empReview_21197044,3, 25 Jun 2018,Senior Software Developer,Longterm ProjectsWorklife balance - based on project,Less Salary compared to peers.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21197044.htm,4,3,3,3,3
2710,empReview_21169767,3, 22 Jun 2018,System Engineer,There is nothing good about this company,Not a good place to start your career,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21169767.htm,1,1,1,1,1
2711,empReview_20962046,5, 8 Jun 2018,Ethics,Great place to work with good ethics,A bit less salary than you expect,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20962046.htm,4,4,4,5,4
2712,empReview_21179333,2, 23 Jun 2018,Not great for employees,Good to start your career,"Too much work, no respect for employees, poor management, less salary, no appraisal, no promotion",Please give respect to your employees,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21179333.htm,1,1,1,1,1
2713,empReview_21171135,3, 22 Jun 2018,Contract work,Employment with Tech Mahindra offers a great diversity of fields to work in. People are good to work with and are very knowledgeable.,"Management structure is hard to understand. Also, it's 401K benefit offering no company match. Also, the maximum vacation time offered is 3 weeks, which includes personal holidays.",I have no advice,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21171135.htm,Null,Null,Null,Null,Null
2714,empReview_20943046,4, 7 Jun 2018,Great Place to work with a range of opportunities.,Availability of work in different domains.,"Changing project, according to your personal skill area is sometimes difficult--personal review",Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than 8 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20943046.htm,5,5,4,3,4
2715,empReview_20920697,4, 6 Jun 2018,Nice experience,Flat organization with scope to bring your ideas forward,Recognition and appreciation are sometimes not monitored,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20920697.htm,4,4,4,4,3
2716,empReview_21817009,5, 5 Aug 2018,Data entry,I am interested for this job,I like both side terms and conditions,Good,Current Employee - Data Entry,I have been working at Tech Mahindra full-time (More than 10 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21817009.htm,5,5,5,5,5
2717,empReview_22071654,2, 20 Aug 2018,Worst for freshers,gives good hike. earlier they applied H1B visas for 2 years experiance but now they don't,"very useless project. nothing to grow or enhance your skill, the rmg people will allign you to any project irrespective of your skill set",Need to maintain band hierarchy in project. there are either P1 or U2. promotion is very difficult from u2 to u3,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW22071654.htm,4,3,2,4,3
2718,empReview_21807050,5, 4 Aug 2018,Work review,All good in work,Nothing so far which I have experienced,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21807050.htm,5,5,5,5,5
2719,empReview_21809769,5, 4 Aug 2018,Go for it,Good working environment and helpful management,everything is good no cons,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21809769.htm,4,4,4,4,4
2720,empReview_21804841,4, 4 Aug 2018,PMO Lead,Excellent team and is a safe place to work.,"Best managers, amicable and affable, but people keep moving faster so that the team will not be same after one month with whom you work.",Change is acceptable and this is what is happening thing in Tech Mahindra. It is good and for,Current Employee - PMO Lead,I have been working at Tech Mahindra full-time (More than 10 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21804841.htm,3,5,4,4,3
2721,empReview_21807818,4, 4 Aug 2018,Manager,"Professional, management with ample freedom",Quarter in quarter view with a short term outlook,Work life balance can be improved,Former Employee - Manager,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21807818.htm,3,4,4,3,4
2722,empReview_22036098,3, 18 Aug 2018,LEAD - Technical Infrastructure Management,"Good Team, Good work place",No regular appraisals. no focus on employees,Management have to focus more on their existing customers and their employees who are working to make their customers successful 24*7.,Current Employee - LEAD - Technical Infrastructure Management,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW22036098.htm,4,4,4,2,3
2723,empReview_22040486,3, 18 Aug 2018,Working at tech mahindra was not bad experience,if it's a new project the growth opportunities are good,Worst managementonly one day week offno flexibility of taking breaks,Management has to improve,Former Employee - Customer Support Representative,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW22040486.htm,2,1,Null,1,1
2724,empReview_21791425,5, 3 Aug 2018,TechM,Very good environment to work,No one will recognize your effort,NA,Current Employee - Tester,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21791425.htm,4,3,4,3,2
2725,empReview_21799914,5, 3 Aug 2018,best company for any IT guy,Superb work culture and great infra,none as the company is dream for all.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21799914.htm,5,5,5,5,5
2726,empReview_18035255,4, 23 Nov 2017,Associate consultant,Great place to work if you desire range of exposure in Telecom domain,Exposure depends on the project,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW18035255.htm,3,4,4,3,4
2727,empReview_18036213,4, 23 Nov 2017,Review of techmahindra,Fun and work at same place,Less hike discourages the work,NA,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW18036213.htm,Null,Null,Null,Null,Null
2728,empReview_18043352,4, 23 Nov 2017,Good place to work,I worked at TechMahindra for 2 plus years. Good company to work with. Work pressure completely depends on project/client. Onsite opportunities are also available depending on projects. Onsite compensation is more as compared to other service based companies (with work permit for Europe). Management is also supportive.,Salary hike is less. Appraisal cycle often gets extended to 18 months instead of 1 year.,Null,Former Employee - Senior Software Engineer,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW18043352.htm,4,4,4,3,4
2729,empReview_18252850,3, 7 Dec 2017,Satisfied but not secure,Upper management don't know how to manage a project,Worst upper management and HR,Try to get some good managers.so that they can handle a project.,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW18252850.htm,3,4,4,3,1
2730,empReview_18254528,3, 7 Dec 2017,software developer,Learnt new things like struts,Low package and no hike,Null,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW18254528.htm,3,3,3,2,3
2731,empReview_18497809,1, 28 Dec 2017,Worst!!,No prosIf you are placed it is comparable to unemployment only,In simple words worst in every aspect. Going through training but still no joining.,Null,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW18497809.htm,1,1,1,1,1
2732,empReview_18248754,2, 7 Dec 2017,Full Time Review,Team Member are very helpful,Management are not so good,Need to give each associates there area of interest works,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW18248754.htm,2,3,2,2,1
2733,empReview_18252699,2, 7 Dec 2017,Projects are not good,they provide salary on time.they provide variable pay everymonth,hr policy is not good and no hikes,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW18252699.htm,2,2,2,2,3
2734,empReview_18024216,4, 22 Nov 2017,good company,very good company to work for,nothing as such except onsite,nothing,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW18024216.htm,5,4,3,1,2
2735,empReview_18025937,4, 22 Nov 2017,Good,Good company for learning .,Bad appraisal for senior employees,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW18025937.htm,4,4,4,3,4
2736,empReview_14446909,4, 1 Apr 2017,Good to start career as a Fresher in Tech Mahindra,"Good work and Life Balance,Work depends on project,Can work on cutting edge technolgies","Less hikes , no bonus, poor management, notice period is not negotialble",Null,Current Employee - Software Engineer,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14446909.htm,4,3,4,2,3
2737,empReview_14646266,3, 15 Apr 2017,review,a good work and fun life balance. Good and helping team members,"Difficult for people in bench ,more bench wait",Null,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14646266.htm,Null,Null,Null,Null,Null
2738,empReview_14931829,1, 5 May 2017,Firing employees,"waste working in this company,All are boses in this.","No worklife balace ,Firing employees ,no hikes worst company",No one will join if you fire employees,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14931829.htm,1,1,1,1,1
2739,empReview_14629626,2, 14 Apr 2017,A company where you are appreciated by not your work but how good you can praise your managers and how good you talk.,"Less work most time you are free, extra activities are a lot so enjoy.","No hikes, no value of hard work also people works Ng with Josh get promotions very quickly mainly in Pune hinjewadi.",Change your appraisal policy and start valuing people on there work not on there talks.,Current Employee - Software Developer,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14629626.htm,2,2,1,1,1
2740,empReview_14630465,2, 14 Apr 2017,Tech Mahindra - review,Onsite opportunity was one of the main Pros here.,"Culture, Politics, Backstabbing, Accounting practices, Wrongly projected numbers from micro to macro levels",Null,Former Employee - Project Manager,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14630465.htm,2,1,2,2,1
2741,empReview_14589774,3, 11 Apr 2017,Good company,This company is my first company and they are well receiving people. When they need something they will pamper you like anything. You will get all kinds of benefits including work from home.,Hikes are so bad here. We had to go through a lot. This was the only reason why I left the company even after working for so many years.,Null,Former Employee - Team Lead,I worked at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14589774.htm,3,4,3,2,4
2742,empReview_14613668,3, 13 Apr 2017,Good training,Provide good training..beautiful campus..the Hyderabad one,"Management lacks proper assignment as per requirements. Dorms, transport facilities during training should improve manifold",Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14613668.htm,2,3,3,2,Null
2743,empReview_14623396,3, 13 Apr 2017,"Good Tier2 Service company, But needs monumental management mindset change",-> Good tier2 IT service provider.-> Has projects and clients across globe.-> Good Job security-> Work life balance depends on project / client / management-> Ample travel opportunities-> flexible work environment-> Friendly colleagues who support each ot,Cons list can get longer than pros :)-> has all typical problems with Indian IT Service provider organizations.-> middle level management is like sitting ducks without any power. middle managers are mere messengers who run between their team members and management-> Offshore work culture is pathetic with strict average working hours-> lack pathetically on Process and innovation-> Clients use Techmahindra as cheap option to dump support and operational work-> Wonder how they been operating for such a long time with such a pathetic Human resource team and system.->HR team and process is just another department who work as clerks for management.-> compensation and benefits are at rock bottom and they are no close to Tier1 Service providers-> Compensation depends on your level of negotiation after resignation. No salary hike happens irrespective of performance.-> Learning curve will be flat. Their training is as good w3schools.com. No external training / certifications offered.-> lacks transparency.-> management is run by old retired 'C' class executives who think they own the company and employees.-> Bloated work force.,Employees are the engine and fuel of Techmahindra. All business and revenue are through billing of individual employees. Lose employees -> Lose business.Bright talents don't prefer TECHMAHINDRA for a reason.Can't pay penny and expect bright minds to join TECHM.Immediate Action : Treat your employees well. Old school management must be changed. Needs serious shakeup at the higher management to retain business and people.management lack transparency. Communicate sensitive news to employee through direct channel rather than employees learn them through media :),Former Employee - Solution Architect,I worked at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14623396.htm,3,2,4,2,2
2744,empReview_14597993,3, 12 Apr 2017,Need to change the direction to grow,"Good training, building and IT Infrastructure","Incapable middle level management such as Project, Delivery, BU managers","Get more business from existing client and new business from new client by retaining technical resources instead of retaining and paying more salary to managers, invest the money on technical resource instead of buying small companies and showing resource head count.",Current Employee - Technical Architect,I have been working at Tech Mahindra full-time (More than 8 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14597993.htm,2,3,4,2,2
2745,empReview_14599845,3, 12 Apr 2017,Average,Working environment is good. People are helpful.,Management to revisit the salary hike policy.Annual growth is very minimal and appraisals are delayed.,To allow internal movements,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14599845.htm,2,3,3,2,2
2746,empReview_15222191,4, 26 May 2017,Personal life - work balance is good,"Personal life -work balance, co-operative work environment though it depends on projects, I felt good in all the projects I worked.",Salary hikes and promotions are not up to the market standards.,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15222191.htm,4,4,4,3,4
2747,empReview_15387320,2, 8 Jun 2017,"Its should be your last option Freshers avoid this, experience prof must certainly avoid techm and look for other option",This should be a last option for the job.If you are lucky you may get a good client to work with else there is nothing.Notice period can be reduced to a day or week if you have resigned,There is no hike from past few years.No projects.No professionalism no proper HR personYou will be fired if you are on bench.Its a big consultancy not a software company.Just better avoid.No onsite travelNobody cares if you are billing or on benchFull of negativity filled,Dont build towers by not paying hike will make resources move out and you will loose out on good projects.Provide hike to employee.Remove all useless managers and HR who are of no use.,Current Employee - Test Lead,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15387320.htm,3,2,2,1,2
2748,empReview_15403482,2, 9 Jun 2017,Good for a year,Good learning environment in engineering services,Very little growth after 1 yearNo proper communication about appraisal policy,Please retain good talent..,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15403482.htm,3,5,3,2,1
2749,empReview_15205292,4, 25 May 2017,good,We gain great knowledge and we get trained to work in pressure,Pressure is very high that we cannot tolerate some times and politics are high,Please help and identify effort of employees and dont loose people like Gems with your ratings,Former Employee - Software Test Engineer,I worked at Tech Mahindra (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15205292.htm,3,3,3,3,3
2750,empReview_15215980,4, 25 May 2017,Application Support Analyst,Good place to work. Healthy environment and competition. Good in recreation activities. Happy to work over here.,Challenges while learning new technologies. No other issues.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15215980.htm,4,4,4,4,4
2751,empReview_15385568,3, 8 Jun 2017,Employee Benefits and work culture,While employee benefits are good the work culture is also good,Salary is very less as compared to other companies in the same sector. Employees who stay here long face problems later as their Salary is way below the normal salary minimum for that experience in other companies.,Follow what you preach,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15385568.htm,3,3,3,1,1
2752,empReview_15386912,3, 8 Jun 2017,worst management ever i seen,good name and good fame in marketworking environment,"worst management, no salary increment , cafeteria is not good at night time",hire some good manager who has value of employee,Former Employee - Technical Associate,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15386912.htm,3,3,3,2,1
2753,empReview_15191012,5, 24 May 2017,Awesome place to be part of,"Work Life balance, great if your in some new innovative projects.",Not really it's fun and better other tech giants out there,Kindly make use of tech mahindra mantra and RISE.,Former Employee - Software Engineer,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15191012.htm,5,5,5,3,5
2754,empReview_15387588,2, 8 Jun 2017,Not recommended,"Good exposure to extracurricular activities, good to start off with an MNC tag.","Most of the project they have are support work, the company policies are not employee friendly, the management team is not cooperative, salary increment is less.",Appreciate and realize the value of your employees before they leave the organization.,Former Employee - Software Engineer,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15387588.htm,3,1,2,3,2
2755,empReview_15184726,4, 24 May 2017,Enriching experience.,A real work-life balance can be maintained here. There is no such pressure to work and work only. You can spend your time on extra-curricular activities and get recognition for the same.,"There are not many projects at Noida location. Also, getting your location changed to some other locations to look for other projects is difficult.",Null,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15184726.htm,5,4,4,5,4
2756,empReview_1691758,4, 5 Jul 2012,Women friendly organization,"The organization supports growth opportunities, and is supportive of work-life balance. The culture and values do not encourage the typical hierarchical manager - reportee structure, and encourages transparency within the team.",The overall culture depends on who is the head of the delivery unit. Some delivery units encourage very protocol oriented culture - follow the escalation matrix strictly. There is absolutely no 'open door' with such management.,Maintain direct contact with the junior most associates. 'All hands meet' is not such forum. Have frequent skip level meetings.,Current Employee - Technical Consultant,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1691758.htm,5,4,4,3,2
2757,empReview_1746410,2, 18 Jul 2012,Not a nice place for a fresher,"Good ITP Training, lots of refreshment activities organized","mismanagement, unable to sought differences between initial training and job specific technical knowledge, below par salary, longest appraisal cycle, deficiency of good projects",Work on the cons. Try to judge proper person suitable for the job,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1746410.htm,3,3,2,2,2
2758,empReview_1672972,4, 29 Jun 2012,The experience was just awesome.,1. Lot of exposure in Telecom domain.2. There is a good comfort level,1. The upper management is not employee friendly.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1672972.htm,4,4,4,3,2
2759,empReview_1674648,5, 30 Jun 2012,Join it or not?,Excellent opportunities to grow for deserving. If you can value add to the processes in order to grow the company then this is the perfect place for you.,No space for non performers,NA,Current Employee - Manager Operations,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1674648.htm,5,5,5,5,5
2760,empReview_1810260,1, 5 Aug 2012,Politics by Management,"Tech Mahindra was a wonderful place to work at till I was engaged with it. There were many things which make its a healthy place to work like . its infrastructure, systems, building, etc..",One thing which is not good at TechM is Politics. either you have to work as ordered by your boss or they will create a situation to quite from job without listening you.,My Advice to management is that they should check the Record history of their employee before taking any step against them.,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1810260.htm,3,2,3,2,1
2761,empReview_1674569,4, 30 Jun 2012,Its overall a nice experience here,Good onsite opportunities and work culture is also ok,Salary revision is not goos,Null,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1674569.htm,Null,Null,Null,Null,Null
2762,empReview_1730661,3, 14 Jul 2012,OK but not that great,"You can get onsite, provided you are in a good project.",Cost cutting is there motto.,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1730661.htm,1,2,3,2,1
2763,empReview_1665090,4, 28 Jun 2012,Overall very good experience,"Great working atmosphere at tech mahindra hinjewadi, pune as well as great opportunity in India as well as foreign.",Very far from main city. Only limited to TELCO domain.,Null,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1665090.htm,4,4,4,4,4
2764,empReview_1668266,4, 28 Jun 2012,Good company to work as long as you get projects relevant to your skill set,Has variety of clients to work with,In some departments there is no direct interaction between IDU head and the associates. For onsite projects TechM pays little lesser than other companies,IDU heads should have regular interaction with their associates and understand their problems/concerns and take necessary actions to get them resolved.,Current Employee - Technical Consultant,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1668266.htm,5,3,4,2,2
2765,empReview_1658434,4, 27 Jun 2012,Very Good ... Satisfied,1. Enough projects available.2. Less amt employee on bench3. Onsite opportunity4. Amazing work culture5. Big Brand6. Very Very Very good for freshers7. Provide MS Degree from BITS PILANI,1. Slow growth2. Low salary Package3. Have to sign bonds ..,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1658434.htm,4,5,3,2,3
2766,empReview_1774692,4, 26 Jul 2012,Good Company. Get to learn many new technologies,Direct contact with client so communication skill becomes good. Many new technologies under 1 project can be learnt. good sorrounding,Adjusting with senior management sometimes become tuff. Work / Life balance is bit tuff in few sectors,Should take care of Work - Life balance,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1774692.htm,3,4,4,3,3
2767,empReview_1776902,4, 26 Jul 2012,Good Experience,"Since i joined there as a fresher, i got handful amount of time to get into work and the work environment is very good.",If you join there as a fresher you will not be able to get the desired technology you want to get into.,After training freshers must be given a choice to select or before training only they must be asked for choice of interest.,Former Employee - Technical Associate,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1776902.htm,3,4,4,3,3
2768,empReview_1821972,3, 8 Aug 2012,My first company,Good Technology to work on.Nice support from team.,Salary slightly on the lower side for the freshers after many years also.As service based company needs rapid development in technology learning.,Null,Current Employee - Senior Technical Associate,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1821972.htm,3,3,3,2,3
