id,reviewNumber,overallRating,date,summary,pros,cons,adviceToManagement,employeeType,position,reviewLink,workLife,culture,careerOpps,compBenefits,management
4505,empReview_8562855,4, 6 Nov 2015,SE,good to work but not good money,need more work knowledge and resource retention,use talent properly,Current Employee - Anonymous Employee,I have been working at Tech Mahindra (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW8562855.htm,4,5,3,2,2
4506,empReview_13940773,4, 25 Feb 2017,Work culture is very good.,1. Early leadership opportunity.2. Recognition by the senior leaders.,"1. Work pressure will be too much.2. Some leaders just run behind ""billing"" and pressurize not to apply leave but do compoff.",1. Please promote the employee based upon his/her competency.2. Kindly improve the pay hikes. In 2017 the fresher appraisal is same as it used to be in 2011. Employee satisfaction leads to customer satisfaction.,Current Employee - Airframe Stress & DTA Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13940773.htm,4,4,4,3,4
4507,empReview_14141460,2, 11 Mar 2017,Not that good......2.5/5,Pros:Work life balanceColleaguesGood for freshersgood infrastructure,Cons:Salary pretty less than market standardPoliticsManagementlack of motivationappraisal,Null,Former Employee - Systems Engineer,I worked at Tech Mahindra (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14141460.htm,3,2,3,2,1
4508,empReview_13922481,4, 24 Feb 2017,Good for freshers,"good training,projects and will get scope to learn new technologies",takes time for relocations;thats it,nothing,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13922481.htm,Null,Null,Null,Null,Null
4509,empReview_13925137,4, 24 Feb 2017,software developer,"work life balance, great culture, great people, good trainings, good work","internal politics, average payment, less hikes",Null,Former Employee - Applications Developer,I worked at Tech Mahindra (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13925137.htm,4,5,3,2,3
4510,empReview_13927601,4, 24 Feb 2017,Good work place wrt technology and domain.,"Flexible work culture, formal Attir not compulsory.. . . . . . . . . . . . . . . .","Limited BFSI domain exposure in Mumbai location, location not upto the mark( always faced the traffic while to n fro). Thanks. . . . . . . . . . . . . .",Null,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13927601.htm,5,4,4,3,3
4511,empReview_14129884,3, 10 Mar 2017,Good,No pressure. Great infrastructure and nice place to work at.,Work is not interesting no challenging or interesting works available.Annual Hikes demotivates you.,Interesting projects to be brought in. Hikes are important they motivate you to work hard.,Current Employee - Associate Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14129884.htm,4,5,3,2,4
4512,empReview_13920685,5, 23 Feb 2017,Good company,Best platform for starters and learn something.,"The compensation is less, I don't blame the company for that because the pay is almost same for all companies. So it should improve from all companies",The compensation can improve starters as the cost of living is increased in Hyderabad,Current Employee - Tech Support,I have been working at Tech Mahindra (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13920685.htm,4,4,4,3,4
4513,empReview_13922080,5, 23 Feb 2017,Niice place to work,Nice plae to workGood projectsGood teamVery helpful people around,Hike n appraisals only needs to be good at par with industry,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13922080.htm,4,5,5,3,3
4514,empReview_14126763,2, 10 Mar 2017,Average company to work with,Stability is the only Pros here,"Neither good salary, nor good work to learn",Null,Former Employee - Senior Software Engineer,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14126763.htm,4,2,2,2,1
4515,empReview_13906931,4, 23 Feb 2017,Software ENgineer,Time flexibility and work environment,Appraisal is very poor .......,Null,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13906931.htm,4,2,3,2,3
4516,empReview_2139595,2, 16 Nov 2012,Not a place for hard and honest workers,"flexible timings, good facilities, some good colleagues","very bad management, worst projects, if you are into there ASM projects your life ends in TechM, they dump you into old projects where you go out -of -date and can't even move out of techm, very bad hikes",stop paying big cheques to managers and start concentrating on there sub-ordinates who do actual work,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW2139595.htm,3,3,2,1,1
4517,empReview_2089522,4, 28 Oct 2012,nice company with low work pressure and nice working environment,optimum work pressurelow working hoursnice working environmentgood employee careample holidays,low salaryworst managementthe HR dept is baddon't entertain any kind of gift on special occasions,please make your future plans with the consideration of downfall of the market at any point !!,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW2089522.htm,4,4,3,2,3
4518,empReview_2133641,2, 14 Nov 2012,My opinions about the company where i work,Good for freshers.Training is very good.,Fails to provide employee satisfaction.Not a good place to work during recession period.Job insecurity.,Null,Current Employee - Mainframe Developer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW2133641.htm,3,2,2,2,1
4519,empReview_2078318,4, 24 Oct 2012,Good company to start with provided you are fresher,1. Onsite opportunities in most of the projects2. Flexible work time3. Expertise in Telecom domain,1. Bit difficult to shift projects internally2. Appraisal process3. Some projects lack good managers,1. Keep your eyes open ;-)2. Try to satisfy your employees3. Hire some good HR,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW2078318.htm,3,4,3,3,2
4520,empReview_2118108,3, 7 Nov 2012,Good company to learn the domain,Great place for learning the domain,Worst place for salary and satisfaction,"Can retain the skilled resources by providing them with good hike, rather accepting their resignation.",Current Employee - Senior Technical Associate,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW2118108.htm,3,3,3,2,2
4521,empReview_2121044,3, 9 Nov 2012,Not too bad...,"After working with TechM, you can work anywhere...","If you are well settled with TechM, you'll be least willing for a change...","Get realistic... It seams sales walks away with the cake and delivery takes a flak for all bad performances. The reality is that most of the times sales teams commit an unrealistic deadline and delivery is put under scanner for not delivering to commitments. It is the same story as in any other Indian IT company, barring a few that can be counted on fingers.",Current Employee - Senior Project Manager,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW2121044.htm,4,1,3,2,3
4522,empReview_2171780,1, 30 Nov 2012,I was mostly on bench and got very less to learn and very less to earn.,1.I made some Great friends here.2.Team Leads are very understanding.3.Team building is enpasised.,"No work mostly.I was mostly on bench.I was not paid as per my qualifications. ie taken for a ride.As work was not there, I did not get a good hike.",Shed some ego. It will help you manage the people better.,Current Employee - Business Process Designer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW2171780.htm,2,2,1,2,1
4523,empReview_2122269,2, 9 Nov 2012,Low Salary is demotivating,Senior Management is good in Pune. - Managers try their best for for our growth.,,Null,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW2122269.htm,2,4,4,1,5
4524,empReview_2103806,2, 2 Nov 2012,Never join and Mahindra IT,Ok for start up or who all are looking for job in support,"No Good project, you will not get real learning there, and it has only support projects",Null,Current Employee - Systems Analyst,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW2103806.htm,1,3,1,1,1
4525,empReview_2100862,3, 1 Nov 2012,Senior Software engineer,proper work planning by managers,low pay and pay is based on experience not based on contribution or skills,Nothing,Current Employee - Senior Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW2100862.htm,4,3,3,2,3
4526,empReview_3492900,3, 5 Jan 2014,Good company to work with,Good growth in terms of opportunity and growth,Not much satisfactory in terms of benefits and compensation,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3492900.htm,3,3,4,2,2
4527,empReview_3386400,4, 5 Dec 2013,7 years 3 months,Good Atmosphere and Excellent Exposure to Technical Growth.,Normalization in Tech-Mahindra is not properly Categorized after Merging with Satyam or MahindraSatyam.,No Comments,Current Employee - Systems Integrator,I have been working at Tech Mahindra full-time (More than 10 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3386400.htm,4,4,4,4,4
4528,empReview_3412993,2, 12 Dec 2013,just another company,actually nothing... nothing u can be proud of. Except that it bought Satyam.But nothing at the employee level,very biased to marathi speaking people. top management are all marathi. all good projects are based in Mumbai/Pune... Salaries are way took low as per industry standard .Almost 20-30 percent less than standard.,Please look into the cons.. its serious,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3412993.htm,4,1,1,1,1
4529,empReview_3411427,3, 11 Dec 2013,Better place to work with lots of Good & Helping people,"Good work Culture, Helping people","worst compensation, No employee friendly policies, Many level of approval process for small things,",Please think about the employee friendly policies also than making profit.,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than 10 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3411427.htm,4,4,3,2,2
4530,empReview_3397581,3, 8 Dec 2013,Kinda ok,Decent appraisal and onsite opportunities,The appraisal and onsite opportunities are not always available,Null,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3397581.htm,Null,Null,Null,Null,Null
4531,empReview_3381200,3, 3 Dec 2013,SAP BPC,ok to work...if u have no job at a moment,less projects in BPC...All based out of middle east,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3381200.htm,Null,Null,Null,Null,Null
4532,empReview_3280595,3, 7 Nov 2013,Not bad,"Good technical work specially in infrastructure related project (like system admin,storage,backup,networking profile)Good onsite opportunities (depending upon your project)transport faciltiesgood training prgrammes",Not a good paymaster.hard to get project release to explore new opportunities,nothing as such,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3280595.htm,Null,Null,Null,Null,Null
4533,empReview_3223078,4, 23 Oct 2013,Good,Good Opportunities .....Good team and good Career growth,nothing to be mentioned about,None,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3223078.htm,Null,Null,Null,Null,Null
4534,empReview_3257682,3, 1 Nov 2013,Senior Manager,"Company is growing, so you get more opportunity","Company is growing at lower margins, hence not much benefits for the existing people",Take care of your existing resources too,Current Employee - Account Manager,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3257682.htm,3,2,4,2,3
4535,empReview_3197805,3, 18 Oct 2013,Tech Mahindra Review,Good company. Good atmosphere. Would be better if more projects are available in the BPM front,Need to be more aggressive when competing with the giants of the industry,Null,Current Employee - Business Analyst,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW3197805.htm,3,3,3,2,3
4536,empReview_21269142,5, 29 Jun 2018,The Great Company,A world class company in the domain of Telecom,"Nothing to mention specifically, A great company",Null,Current Employee - Program Manager,I have been working at Tech Mahindra full-time (More than 8 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21269142.htm,4,4,5,4,4
4537,empReview_21455028,2, 12 Jul 2018,Not good for freshers,1. Great compensation2. Amazing colleagues and seniors.,1. Horrible work culture2. Work-Life balance is mess,Null,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21455028.htm,2,2,2,4,3
4538,empReview_21444023,3, 12 Jul 2018,system analyst,"Good campus , Nice environment , Service based , onsite opportunities","Leadership , politics , managers , No professional ethics",Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21444023.htm,Null,Null,Null,Null,Null
4539,empReview_21447228,3, 12 Jul 2018,Good Place to start a career,TechM sends you for trainings to other Big tech companies.,Slow growth in career. Have to work long hours.,Null,Current Employee - Associate Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21447228.htm,3,3,3,3,3
4540,empReview_21201267,4, 25 Jun 2018,Very good company,Salary on timeNice working environment,No cab facilityTransparency is on low level,Keep up the good work.,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21201267.htm,3,4,4,3,3
4541,empReview_21121102,4, 20 Jun 2018,Software Engineer,Good company to learn and grow,Pay scale is less and long office hours,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21121102.htm,1,4,5,3,1
4542,empReview_21120296,4, 19 Jun 2018,Tech Mahindra,Good work environment and cultural values,Night shifts as most of the clients are US,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21120296.htm,3,5,4,4,4
4543,empReview_21325682,3, 3 Jul 2018,Good for Beginers,Good for learning. Especially for beginners.,No Salary hikes since merger of Satyam. Increased Layoffs.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21325682.htm,3,3,3,2,3
4544,empReview_21086638,4, 18 Jun 2018,QA Analyst,"User friendly, infrastructure is good","Hikes, Management is not good",Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21086638.htm,4,4,3,2,4
4545,empReview_21081813,5, 17 Jun 2018,Great Management,I have been working with Tech Mahindra since 6 months and my LM and upper management really interested to upgrade their skill set and solving day to day issues if any,no issues as of now,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW21081813.htm,5,5,5,5,5
4546,empReview_11356368,4, 26 Jul 2016,"Great place to learn , salaries are on lower side",you get hands on experience in all the technology areas. Good On site opportunities at all level.,Salaries and appraisals are very low.,Retain your talent,Former Employee - Senior Manager,I worked at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11356368.htm,3,3,5,2,3
4547,empReview_11500441,2, 9 Aug 2016,Architect,Nothing much on the plate.,Poor compensation.Poor career growth.Poor hikes.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11500441.htm,2,2,3,3,2
4548,empReview_11511694,2, 9 Aug 2016,"No salary hikes, bad management",I could not find any pros.,"Bad mgmt, no hikes, benefits",Null,Current Employee - Module Lead,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11511694.htm,2,2,2,2,2
4549,empReview_11512231,2, 9 Aug 2016,Not so great for a first time Management Trainee to work in,,,Try to retain young talent instead of splurging money on experienced folks. Also retention policies and appraisal police's need to be revamped completely.,Current Employee - Business Associate- Sales and BD Ops,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11512231.htm,3,4,3,2,3
4550,empReview_11354999,4, 25 Jul 2016,Good,Employee friendly and good work life balance.,not good to work with BT as the customer,Employees shoudlnt be kept more than 2 years in a BT project,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11354999.htm,5,5,4,3,5
4551,empReview_11338475,5, 24 Jul 2016,A very good company to work with,Depends on the project you her allotted to.,Good hike. Good work culture.,Null,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11338475.htm,4,5,4,4,4
4552,empReview_11342650,5, 24 Jul 2016,Good Place to work,"Transparent communication , Good Appraisal System",Narrow mind cultureStrong Heads with Emotional Evaluations done,Evaluate people through work & Ratings only.,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11342650.htm,4,3,4,3,4
4553,empReview_11300893,5, 20 Jul 2016,Senior Engineer,good place to work in,Poor in increment rating in financial year for employees.,Null,Current Employee - Senior Engineer,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11300893.htm,4,4,4,3,4
4554,empReview_11336870,4, 24 Jul 2016,Good Place to start you career.,Great Training for freshersEmployee Friendly Campus,Slow Salary HikeNot much exposure due to limited clientele,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11336870.htm,4,4,4,3,3
4555,empReview_11339208,4, 24 Jul 2016,Good for Freshers,good for exposure and extra curricular activites,less hike.should give increment so that employees can stay for long,less hike.should give increment so that employees can sat for long,Former Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11339208.htm,5,5,4,3,3
4556,empReview_20345970,3, 28 Apr 2018,Not Good.. but not bad as well,"1) Onsite opportunity , well only in non-US account since the Trump.2) Process Knowledge3) Technology4) Work Life Balance","1) Literally NO HIKE2) Job insecurity.. since every year if you are not performing well they you will be removed , well STRICTLY for those who literally don't work3) in BT and ATT section there is no onsite4) Even for Associate of the month you hardly get any money","1) Management is very nice2) HR do support you3) Tech Mahindra does have various facilities and , if you are interested in buying mahindra vehicles , tech mahindra employees do get a additional discounts.",Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20345970.htm,5,5,4,2,5
4557,empReview_20346159,3, 28 Apr 2018,Software Engineer,Initial Training programs are goodMay be good place to work for experienced people,No projects for associates at entry level.Most of them are on bench for years,Please don't play with the lives of your associates.Have some concern on them,Former Employee - Software Engineer,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20346159.htm,2,2,1,1,1
4558,empReview_20346696,3, 28 Apr 2018,Too much partiality,1. Work life balance2. Has great clients like Thomson reuters etc.,1. HR are horrible.2. Salary hikes are low3. Higher management favors people they know or like. Good for nothing guys. Sit in a cabin and chill.,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20346696.htm,3,1,2,1,1
4559,empReview_20348585,3, 28 Apr 2018,good,Work culture is good .,everything is fine to work here,work from home option needed,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20348585.htm,3,3,3,3,3
4560,empReview_20348666,3, 28 Apr 2018,"Good company to work with, except salary concerns.",1. Good Work life balance2. Transport Facility3. Working on latest technologies4. Flexibility in work timings,"1. No hike since 2 years for existing senior employees2. Hike percentage is very less3. Onsite, only if you are good with manager, technical skills are not considered for onsite4. HR policies are more management friendly","1. Please try to retain existing employees by giving good hike rather than hiring new candidates with huge salary2. HR has address employees concers, currently which is not happening3. Management need to look into the project hierarchy, as there will be many managers in a project compared to developers, which is not at all necessary.",Former Employee - Worked As Technical Lead,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20348666.htm,4,4,4,2,3
4561,empReview_20145778,5, 13 Apr 2018,Sr. Subject Matter Expert,A good place for a start and opportunities to learn and experience the corporate business and culture.,There are no Cons,Null,Current Employee - SME,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20145778.htm,3,3,5,3,3
4562,empReview_20141893,4, 13 Apr 2018,Good company to work with,Work life balance is good. Huge scope of learning if lucky to get good project.,Project allocation to fresher should be completely based on skills.,Null,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20141893.htm,4,4,4,3,4
4563,empReview_20332224,3, 27 Apr 2018,working environment,facilities they were providing is up to the mark...,process managgers are not supporting everytime they were forcing to acive the target which is hardly to achivethe were forcing to come before the shift timings...,Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20332224.htm,2,4,2,3,3
4564,empReview_20338598,3, 27 Apr 2018,Good Work Culture,Good Work - Life balance,Less Pay..no Appraisals.. They Skip appraisal cycle,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20338598.htm,Null,Null,Null,Null,Null
4565,empReview_20122516,5, 12 Apr 2018,Techinal support associate,Best work place excellent experience and training,Nothing at all everything is perfecte,Keep up with the best performance,Former Employee - Technical Support Associate,I worked at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW20122516.htm,5,5,5,5,5
4566,empReview_11870324,3, 9 Sep 2016,Fresher joined at Tech Mahindra,Training in initial period is good,HR policies are not very nice,Nothing that might be taken care of,Former Employee - UI Developer,I worked at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11870324.htm,3,3,4,2,3
4567,empReview_12132302,1, 30 Sep 2016,Pathetic Company which takes your peace away.,Till now identified no Pros.Apart from extracurricular activities nothing is good.,"Joined TechMahindra Hyderabad 3 months back, and people here will take your peace back. You yourself have to look for projects when you are on bench and your HR will be behind you to resign after you complete your 2 months on bench. People here are not cooperative at all.Theres no WORK,LIFE,BALANCE as such.Why to hire people when after 3 months you have to tell them to go back.",Please cooperate with people and atleast understand there problems.,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW12132302.htm,1,1,1,1,1
4568,empReview_11845848,3, 8 Sep 2016,Pathetic Wage revisions,As a fresher it provided a platform where we can learn technologies irrespective of cons.Cool environment and job security.Its an MNC which will add value to resume.,"Worst Salary structure for freshers.Hikes are negligible.In Hyderabad, managers speaks telugu in team meetings. Biased with non-telugus.",Get some talented people after paying good salary. Don't fill people just for the sake of count/billing.,Former Employee - Software Engineer,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11845848.htm,5,4,3,1,3
4569,empReview_11858360,3, 8 Sep 2016,TECHNICAL SUPPORT ASSOCIATE,"Best to get with communication skills and to survive in Business environment, will get lot to learn from people.","Work Pressure is high, not good got starters for experienced people can earn more",Take care of freshers,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11858360.htm,2,3,2,3,3
4570,empReview_11851247,2, 8 Sep 2016,Software Developer,1) Onsite opportunities for support And testing people.,1) Too much work pressure.2) No Work - Life balance.,Null,Former Employee - Software Engineer,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11851247.htm,2,2,2,2,2
4571,empReview_11865142,2, 8 Sep 2016,Not good for freshers,Good for experienced person with all benefits,Not good for freshers at all.,none,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11865142.htm,2,3,2,1,2
4572,empReview_11678768,4, 24 Aug 2016,"Good Environment, Salary & Benefits...","Onsites, Good Projects, Salary, Benefits like Medical Insurance, Car Lease Policy etc.","Mandatory 9 Working Hours, Number of Leaves are Less, No Medical Leave Benefits, Limited SoS Management for International Travelers..","More employee friendly policy, sufficient medical leaves & International Travel SoS Management",Current Employee - Senior Solutions Architect,I have been working at Tech Mahindra (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11678768.htm,5,4,5,4,3
4573,empReview_11825967,3, 7 Sep 2016,Good Company... Bad attitude of people,Its overall a good company to work with,People in recruitment have a bad attitude while treating their employee,Null,Former Employee - Talent Acquisition Executive,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11825967.htm,2,5,4,4,2
4574,empReview_11830470,3, 7 Sep 2016,Professional growth.,"Good work environment, good work timings, good opportunities to work with global clients, good INFRA structure, good implemented processes.","No work life balance, location of the company is too long. Increase the number of opportunities to work on-site.",Introduce good work life balance. Introduce work from home.,Former Employee - Project Manager,I worked at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11830470.htm,2,4,3,4,3
4575,empReview_11652232,4, 22 Aug 2016,Service Delivery Manager,Good Work Culture Simple and sweet,low on Hikes and need to seriously look into HR policies,Revise HR's every 3 months,Current Employee - Service Delivery Manager,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11652232.htm,3,4,3,2,2
4576,empReview_6275525,4, 6 Apr 2015,Its Great being working for Tech Mahindra.,"As it is a top growing Company in India(After Merging with Satyam) ,more opportunities are there.Learning in TechM is Excellent as there is more Flexibility .MS through BITS Hyderabad and IIT Mumbai.",Salary Hike is Comparatively less than other Competitive Companies.,Be BOLD in Salaries...!!!!!!!!!!!!!!,Current Employee - Software Engineer,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW6275525.htm,4,3,5,4,4
4577,empReview_6386667,2, 20 Apr 2015,good,"good, reliable, good wrking ambience, energetic",I am not able to find any cons or negative as its a good company to wrk with,Null,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW6386667.htm,2,3,3,2,3
4578,empReview_6379987,3, 19 Apr 2015,"7 years Team Lead QA Maunal , Functional and Automation Testing , Mainframe, ETL, Database Testing",Exposure of working at client location.,Not so great policies of company,Null,Current Employee - Tech M,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW6379987.htm,Null,Null,Null,Null,Null
4579,empReview_6559460,1, 10 May 2015,Keep Away!! Avoid it like Plague,"The only pro is that if you are a relative of anyone who has completed a few years in the company your job is secure. And yes lots of entertainment programs all the time, only for the select few who can afford the time. And those who can afford this luxury are ones above mentioned.",1. Horrible senior managers.2. Third grade support staff3. Useless HR4. Red Tape everywhere.5. Third grade work culture on the floor.,Kindly improve by hiring and retaining competitive and skilled personnel. Forget about hiring and retaining relatives and relatives of relatives. You are scripting your own downfall is what can be seen everywhere.,Former Employee - Systems Analyst,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW6559460.htm,Null,1,Null,1,Null
